region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,22,30,Unmarried,8,41,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6,23,0,13,21,120,441,0,290,467,No,Yes,No,No,Yes,Yes,No,Yes,No,1.81,3.12,,2.58,3.06,3.71,Plus service,No
Zone 2,10,20,Married,1,20,High school degree,0,No,Female,4,No,No,No,No,6,0,0,0,0,49,0,0,0,0,No,No,No,No,No,No,No,No,No,1.77,,,,,3.00,Basic service,Yes
Zone 1,72,59,Married,12,65,Some college,21,No,Female,6,No,Yes,Yes,No,35,0,36,41,0,2519,0,2584,2910,0,Yes,No,No,No,Yes,No,No,No,No,3.55,,3.60,3.71,,4.17,E-service,No
Zone 2,34,24,Married,5,17,College degree,0,No,Female,2,No,No,Yes,No,15,0,0,5,0,522,0,0,150,0,No,No,No,No,Yes,No,No,Yes,No,2.72,,,1.56,,2.83,Plus service,No
Zone 2,43,49,Married,18,66,Did not complete high school,22,No,Male,4,No,No,Yes,No,9,0,0,21,0,377,0,0,875,0,Yes,No,No,No,No,Yes,No,Yes,No,2.15,,,3.03,,4.19,Plus service,No
Zone 3,31,37,Married,15,18,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5,20,47,16,40,152,611,1458,460,1170,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,1.65,2.97,3.86,2.76,3.68,2.89,Total service,No
Zone 2,6,27,Married,5,26,College degree,2,No,Male,5,Yes,No,No,No,6,12,0,0,0,30,73,0,0,0,No,No,No,No,No,No,No,No,No,1.72,2.48,,,,3.26,Basic service,Yes
Zone 2,48,42,Unmarried,21,46,College degree,4,No,Male,1,No,No,Yes,No,14,0,0,42,0,618,0,0,1935,0,No,No,No,No,No,Yes,Yes,No,No,2.67,,,3.73,,3.83,Plus service,No
Zone 2,50,25,Unmarried,6,19,Did not complete high school,5,No,Male,3,No,No,Yes,No,7,0,0,8,0,356,0,0,375,0,No,No,No,No,No,No,No,No,No,1.98,,,2.01,,2.94,Basic service,No
Zone 3,20,41,Married,19,58,High school degree,6,No,Female,2,No,No,No,No,5,0,0,0,0,98,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.66,,,,,4.06,E-service,No
Zone 3,61,73,Unmarried,10,25,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,17,0,0,71,0,966,0,0,4350,0,No,No,No,No,No,No,No,No,No,2.81,,,4.26,,3.22,Basic service,No
Zone 2,6,21,Unmarried,0,15,High school degree,1,No,Female,1,No,No,No,No,4,0,0,0,0,19,0,0,0,0,No,No,No,No,No,No,No,No,No,1.29,,,,,2.71,Basic service,No
Zone 2,1,22,Unmarried,2,35,High school degree,2,No,Male,1,No,No,No,No,2,0,0,0,0,2,0,0,0,0,No,No,No,Yes,No,No,No,No,Yes,0.50,,,,,3.56,Basic service,Yes
Zone 1,21,43,Unmarried,13,41,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6,24,45,12,37,118,497,879,195,764,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.82,3.17,3.82,2.51,3.62,3.71,Total service,Yes
Zone 3,7,32,Unmarried,1,71,College degree,3,No,Male,2,Yes,Yes,No,Yes,4,15,41,0,28,19,122,246,0,157,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.28,2.72,3.71,,3.33,4.26,Total service,No
Zone 3,65,56,Married,19,608,Some college,34,No,Female,2,Yes,No,Yes,Yes,15,70,0,20,68,965,4585,0,1300,4326,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.68,4.24,,3.01,4.22,6.41,Total service,No
Zone 1,64,37,Unmarried,10,44,College degree,9,No,Female,1,No,Yes,Yes,No,16,0,35,22,0,965,0,2337,1350,0,Yes,Yes,No,No,No,No,Yes,No,Yes,2.78,,3.56,3.09,,3.78,E-service,No
Zone 3,4,30,Unmarried,0,41,High school degree,0,No,Male,2,No,No,No,No,2,0,0,0,0,10,0,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,0.69,,,,,3.71,Plus service,Yes
Zone 1,67,45,Married,22,83,Some college,11,No,Female,2,No,No,Yes,No,27,0,0,11,0,1725,0,0,640,0,Yes,No,No,No,No,No,Yes,No,Yes,3.30,,,2.37,,4.42,E-service,No
Zone 2,22,35,Unmarried,12,28,High school degree,3,No,Male,2,No,No,No,No,7,0,0,0,0,181,0,0,0,0,Yes,No,Yes,Yes,No,No,No,No,No,1.89,,,,,3.33,E-service,Yes
Zone 3,51,37,Married,17,101,High school degree,10,No,Female,2,No,No,Yes,No,15,0,0,10,0,737,0,0,480,0,Yes,No,No,No,No,Yes,Yes,No,No,2.70,,,2.25,,4.62,Plus service,No
Zone 1,50,28,Unmarried,6,28,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6,17,37,13,22,331,852,1869,600,997,Yes,No,No,No,No,Yes,Yes,Yes,No,1.86,2.85,3.61,2.55,3.09,3.33,Plus service,No
Zone 1,31,47,Married,18,35,High school degree,0,No,Male,2,No,No,No,No,12,0,0,0,0,391,0,0,0,0,No,No,No,No,No,No,No,No,No,2.48,,,,,3.56,Basic service,No
Zone 3,4,28,Unmarried,0,39,High school degree,3,No,Female,1,Yes,No,Yes,No,7,15,0,13,0,24,70,0,25,0,No,No,No,No,Yes,Yes,Yes,No,No,1.96,2.71,,2.55,,3.66,Plus service,Yes
Zone 3,60,56,Unmarried,19,51,College degree,11,No,Male,1,No,Yes,Yes,Yes,15,0,57,29,67,874,0,3404,1630,4046,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.72,,4.05,3.35,4.20,3.93,Total service,No
Zone 3,7,31,Married,12,31,High school degree,7,No,Female,6,No,No,No,No,5,0,0,0,0,38,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.62,,,,,3.43,Basic service,Yes
Zone 3,20,40,Unmarried,2,209,College degree,15,No,Female,1,No,No,Yes,No,7,0,0,5,0,172,0,0,80,0,Yes,No,No,No,No,No,No,No,Yes,1.97,,,1.56,,5.34,E-service,No
Zone 2,19,23,Married,4,37,Some college,1,No,Female,4,Yes,Yes,No,No,8,18,25,0,0,136,303,446,0,0,No,No,No,No,Yes,Yes,No,Yes,No,2.13,2.86,3.21,,,3.61,Plus service,Yes
Zone 3,58,37,Married,5,64,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,11,59,63,38,110,635,3526,3521,2305,6445,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.38,4.07,4.15,3.63,4.70,4.16,Total service,Yes
Zone 3,65,64,Unmarried,20,88,Some college,26,No,Female,1,Yes,Yes,Yes,Yes,15,36,40,24,49,1018,2202,2534,1620,3243,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.71,3.59,3.69,3.18,3.89,4.48,Total service,Yes
Zone 3,72,61,Married,34,61,Did not complete high school,8,No,Male,3,No,No,Yes,No,27,0,0,13,0,1980,0,0,895,0,Yes,No,No,No,No,No,No,No,No,3.31,,,2.58,,4.11,E-service,No
Zone 3,8,42,Unmarried,3,66,Some college,10,No,Male,1,No,No,Yes,Yes,2,0,0,28,22,17,0,0,185,158,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0.67,,,3.31,3.07,4.19,Total service,No
Zone 2,33,40,Married,14,19,Some college,5,No,Male,2,No,No,Yes,No,5,0,0,9,0,179,0,0,315,0,No,No,No,No,No,No,No,No,No,1.62,,,2.14,,2.94,Basic service,No
Zone 3,18,34,Married,4,42,High school degree,14,No,Female,5,Yes,No,Yes,No,6,19,0,17,0,104,319,0,240,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.86,2.94,,2.83,,3.74,Total service,No
Zone 2,24,31,Married,6,41,High school degree,13,No,Male,5,Yes,No,Yes,No,9,20,0,13,0,197,481,0,275,0,No,No,No,No,Yes,Yes,Yes,No,No,2.14,3.00,,2.56,,3.71,Plus service,No
Zone 3,70,36,Unmarried,8,50,Did not complete high school,15,No,Female,1,No,No,Yes,No,21,0,0,21,0,1407,0,0,1370,0,Yes,No,No,No,No,No,No,No,No,3.02,,,3.03,,3.91,E-service,No
Zone 1,7,38,Unmarried,4,70,College degree,4,No,Male,1,Yes,Yes,Yes,Yes,4,19,38,7,18,27,128,250,40,130,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,1.35,2.96,3.65,1.95,2.87,4.25,Total service,Yes
Zone 3,70,59,Unmarried,27,85,Did not complete high school,19,No,Female,1,Yes,No,Yes,No,39,63,0,62,0,2711,4387,0,4220,0,No,No,No,No,Yes,Yes,Yes,Yes,No,3.66,4.14,,4.13,,4.44,Plus service,No
Zone 2,20,48,Married,21,45,Some college,2,No,Female,2,Yes,No,Yes,Yes,11,33,0,28,29,192,646,0,480,528,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.37,3.50,,3.31,3.38,3.81,Plus service,Yes
Zone 3,54,32,Married,12,27,Did not complete high school,9,No,Male,2,No,No,Yes,No,34,0,0,24,0,1801,0,0,1300,0,Yes,No,No,No,No,No,No,No,No,3.52,,,3.19,,3.30,E-service,No
Zone 3,36,48,Unmarried,28,29,Did not complete high school,2,No,Male,1,No,No,No,No,6,0,0,0,0,223,0,0,0,0,No,No,No,No,No,No,No,No,No,1.79,,,,,3.37,Basic service,No
Zone 3,71,53,Married,29,48,College degree,0,No,Female,2,Yes,No,Yes,No,35,29,0,36,0,2506,2075,0,2560,0,Yes,No,No,No,No,Yes,Yes,Yes,No,3.55,3.36,,3.58,,3.87,Plus service,No
Zone 1,17,41,Unmarried,4,32,High school degree,3,No,Male,1,Yes,No,Yes,No,13,10,0,7,0,208,168,0,100,0,No,No,No,No,Yes,No,Yes,No,No,2.53,2.25,,1.91,,3.47,Plus service,No
Zone 1,18,45,Married,17,43,Did not complete high school,9,No,Male,3,Yes,No,Yes,No,4,17,0,14,0,79,287,0,245,0,No,No,No,No,Yes,Yes,Yes,No,No,1.49,2.83,,2.62,,3.76,Plus service,No
Zone 1,16,27,Unmarried,8,16,Post-undergraduate degree,0,No,Female,1,Yes,Yes,Yes,Yes,5,18,45,14,34,103,282,676,235,524,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,1.70,2.88,3.80,2.60,3.52,2.77,Total service,Yes
Zone 3,38,30,Married,6,22,High school degree,3,No,Female,2,No,No,Yes,No,6,0,0,12,0,215,0,0,455,0,Yes,No,No,Yes,No,No,No,No,Yes,1.72,,,2.51,,3.09,E-service,No
Zone 1,52,45,Married,19,40,Some college,9,No,Female,3,No,Yes,Yes,Yes,8,0,34,15,34,513,0,1794,705,1741,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,2.13,,3.54,2.67,3.53,3.69,Total service,No
Zone 1,46,48,Married,12,256,Some college,25,No,Male,6,Yes,Yes,Yes,Yes,14,32,44,19,66,613,1449,1962,835,3065,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.62,3.46,3.78,2.93,4.19,5.55,Total service,No
Zone 2,31,46,Unmarried,23,144,College degree,13,No,Male,1,Yes,No,Yes,No,8,15,0,10,0,272,501,0,290,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,2.03,2.72,,2.28,,4.97,Plus service,No
Zone 2,23,31,Unmarried,10,45,College degree,0,No,Male,2,Yes,No,No,No,5,12,0,0,0,120,275,0,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.61,2.46,,,,3.81,E-service,No
Zone 2,38,56,Married,34,34,High school degree,0,No,Female,3,No,No,No,Yes,8,0,0,0,25,273,0,0,0,888,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,2.05,,,,3.20,3.53,Plus service,No
Zone 2,50,54,Unmarried,15,248,Some college,28,No,Female,1,Yes,No,Yes,Yes,11,17,0,6,29,498,834,0,270,1454,Yes,No,No,No,Yes,Yes,Yes,No,No,2.40,2.85,,1.70,3.37,5.51,Plus service,No
Zone 2,16,49,Unmarried,17,41,High school degree,5,No,Male,1,Yes,Yes,No,Yes,4,14,39,0,32,62,260,620,0,521,No,Yes,Yes,Yes,No,No,Yes,No,No,1.41,2.64,3.67,,3.46,3.71,Total service,No
Zone 2,14,34,Married,4,27,College degree,1,No,Female,2,Yes,Yes,Yes,Yes,6,24,36,21,38,90,314,454,260,474,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,1.80,3.16,3.59,3.02,3.63,3.30,Total service,No
Zone 2,30,52,Unmarried,23,17,Some college,3,No,Female,1,No,Yes,Yes,No,10,0,38,15,0,367,0,1106,420,0,Yes,No,No,Yes,No,No,No,No,No,2.33,,3.63,2.72,,2.83,E-service,Yes
Zone 3,22,47,Married,0,44,College degree,11,No,Female,3,Yes,Yes,Yes,Yes,9,21,51,57,57,195,467,1053,1220,1264,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.20,3.06,3.93,4.05,4.04,3.78,Total service,Yes
Zone 1,38,55,Married,12,135,High school degree,24,No,Male,4,Yes,No,Yes,No,12,32,0,16,0,468,1168,0,595,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.50,3.46,,2.79,,4.91,Total service,No
Zone 3,59,26,Married,3,41,College degree,1,No,Female,3,No,Yes,Yes,Yes,13,0,35,47,29,804,0,2099,2710,1707,Yes,No,No,Yes,No,No,No,No,No,2.54,,3.56,3.84,3.37,3.71,E-service,Yes
Zone 2,54,55,Unmarried,1,587,Some college,33,No,Male,1,No,No,No,No,13,0,0,0,0,651,0,0,0,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.56,,,,,6.38,Plus service,No
Zone 3,9,40,Unmarried,13,38,College degree,7,No,Female,1,Yes,Yes,Yes,Yes,3,21,42,18,60,38,180,329,125,482,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.21,3.04,3.75,2.86,4.09,3.64,Total service,Yes
Zone 1,67,67,Married,38,49,High school degree,10,No,Female,2,No,Yes,Yes,No,14,0,29,25,0,925,0,1963,1675,0,Yes,No,No,Yes,No,No,No,No,Yes,2.66,,3.38,3.23,,3.89,E-service,No
Zone 2,24,44,Unmarried,19,33,Some college,0,No,Female,2,No,Yes,No,No,5,0,27,0,0,101,0,568,0,0,No,No,No,No,No,No,No,Yes,Yes,1.54,,3.28,,,3.50,Basic service,No
Zone 2,12,55,Married,13,36,Did not complete high school,5,No,Female,2,No,Yes,No,No,6,0,27,0,0,73,0,301,0,0,Yes,No,No,Yes,No,No,No,No,No,1.78,,3.28,,,3.58,E-service,Yes
Zone 1,26,47,Unmarried,13,54,Some college,0,No,Male,1,Yes,Yes,Yes,Yes,7,16,39,18,24,205,485,947,435,548,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1.96,2.77,3.65,2.89,3.16,3.99,E-service,No
Zone 2,3,32,Unmarried,4,58,High school degree,11,No,Male,4,Yes,Yes,Yes,Yes,3,16,30,9,29,6,50,51,15,68,Yes,Yes,Yes,No,No,No,Yes,No,Yes,1.01,2.76,3.38,2.22,3.35,4.06,Total service,Yes
Zone 2,20,46,Unmarried,2,23,Post-undergraduate degree,4,No,Female,2,No,No,No,No,5,0,0,0,0,82,0,0,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1.56,,,,,3.14,Total service,No
Zone 3,5,52,Married,0,97,Post-undergraduate degree,9,No,Male,2,Yes,Yes,Yes,Yes,3,17,35,26,40,13,83,127,115,163,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.13,2.80,3.56,3.24,3.70,4.57,Total service,Yes
Zone 3,58,53,Unmarried,19,207,Some college,12,No,Female,1,Yes,Yes,Yes,Yes,7,30,51,22,63,447,1654,2987,1250,3613,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.99,3.38,3.94,3.09,4.14,5.33,Total service,Yes
Zone 1,54,28,Married,2,21,Some college,3,No,Male,4,No,No,Yes,No,10,0,0,26,0,568,0,0,1395,0,No,No,No,No,No,No,No,No,No,2.34,,,3.25,,3.04,Basic service,No
Zone 2,52,39,Unmarried,6,119,Some college,18,No,Female,1,Yes,No,Yes,No,11,25,0,8,0,557,1281,0,450,0,No,No,Yes,No,No,No,No,No,Yes,2.35,3.22,,2.11,,4.78,Basic service,No
Zone 2,38,30,Married,10,25,Did not complete high school,5,No,Female,4,No,No,Yes,No,4,0,0,12,0,180,0,0,430,0,No,No,No,No,No,No,No,No,No,1.37,,,2.48,,3.22,Basic service,No
Zone 2,19,46,Unmarried,5,59,Some college,17,No,Male,1,Yes,No,No,No,6,9,0,0,0,97,191,0,0,0,No,No,No,No,Yes,No,No,Yes,No,1.72,2.20,,,,4.08,Basic service,No
Zone 2,22,33,Married,2,24,Did not complete high school,3,No,Male,4,No,No,No,No,7,0,0,0,0,153,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.96,,,,,3.18,Basic service,No
Zone 1,49,35,Married,15,113,College degree,4,No,Male,5,No,No,No,No,16,0,0,0,0,818,0,0,0,0,Yes,No,No,No,No,No,No,No,Yes,2.78,,,,,4.73,E-service,No
Zone 3,5,39,Unmarried,0,22,Did not complete high school,0,No,Female,2,Yes,No,Yes,No,5,19,0,9,0,33,107,0,30,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.55,2.94,,2.22,,3.09,Plus service,No
Zone 2,18,69,Unmarried,28,11,Did not complete high school,17,Yes,Male,1,No,No,No,No,4,0,0,0,0,63,0,0,0,0,No,No,No,No,No,No,No,No,No,1.35,,,,,2.40,Basic service,No
Zone 3,43,29,Unmarried,4,33,Did not complete high school,13,No,Female,4,Yes,No,Yes,Yes,22,19,0,8,25,1043,831,0,345,1124,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.09,2.93,,2.01,3.22,3.50,Plus service,No
Zone 3,17,50,Unmarried,2,205,Post-undergraduate degree,19,No,Male,1,Yes,Yes,No,Yes,7,21,38,0,37,121,371,524,0,620,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.94,3.06,3.64,,3.60,5.32,Total service,Yes
Zone 2,37,33,Unmarried,4,41,Some college,8,No,Female,3,No,Yes,No,No,9,0,30,0,0,347,0,1159,0,0,Yes,No,No,No,Yes,No,No,No,Yes,2.22,,3.42,,,3.71,E-service,Yes
Zone 2,8,39,Unmarried,0,39,Did not complete high school,7,No,Female,1,Yes,No,No,No,3,11,0,0,0,29,84,0,0,0,No,No,No,No,No,No,No,No,No,1.15,2.37,,,,3.66,Basic service,No
Zone 2,51,46,Married,8,107,High school degree,21,No,Female,6,Yes,No,Yes,Yes,17,26,0,23,37,840,1397,0,1155,1832,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.85,3.25,,3.14,3.62,4.67,Plus service,No
Zone 1,71,55,Married,11,198,Did not complete high school,31,No,Female,3,Yes,No,Yes,No,18,44,0,32,0,1218,3059,0,2305,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.88,3.79,,3.47,,5.29,Plus service,No
Zone 1,56,53,Married,23,100,Post-undergraduate degree,14,No,Female,2,No,Yes,Yes,No,14,0,34,10,0,753,0,1989,560,0,Yes,Yes,No,Yes,No,No,No,No,Yes,2.65,,3.53,2.25,,4.61,E-service,No
Zone 3,70,68,Unmarried,21,1131,High school degree,45,No,Male,1,Yes,No,Yes,Yes,15,58,0,15,40,1104,3927,0,990,2798,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.70,4.05,,2.71,3.68,7.03,Plus service,No
Zone 1,62,53,Unmarried,14,360,Some college,26,No,Female,2,Yes,No,Yes,No,32,53,0,17,0,1893,3232,0,890,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.46,3.97,,2.80,,5.89,Plus service,No
Zone 1,50,52,Married,22,162,High school degree,27,No,Female,2,Yes,Yes,Yes,Yes,13,24,49,14,43,599,1238,2498,725,2032,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.55,3.19,3.90,2.66,3.76,5.09,Total service,No
Zone 3,1,31,Unmarried,3,29,Post-undergraduate degree,2,No,Female,3,No,Yes,No,No,1,0,25,0,0,1,0,25,0,0,No,No,No,Yes,No,No,No,No,Yes,0.37,,3.23,,,3.37,Basic service,Yes
Zone 3,15,26,Unmarried,1,38,College degree,1,No,Male,2,No,Yes,No,No,7,0,35,0,0,92,0,484,0,0,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,2.00,,3.57,,,3.64,Total service,Yes
Zone 3,72,55,Married,24,82,Some college,25,No,Female,2,No,Yes,Yes,No,62,0,36,65,0,4333,0,2477,4915,0,Yes,No,No,No,Yes,Yes,No,No,Yes,4.13,,3.57,4.18,,4.41,E-service,No
Zone 2,69,47,Married,10,159,High school degree,24,No,Male,4,No,No,Yes,No,25,0,0,36,0,1715,0,0,2470,0,No,No,No,No,Yes,No,Yes,No,No,3.23,,,3.59,,5.07,Plus service,Yes
Zone 2,32,44,Unmarried,10,201,High school degree,24,No,Male,1,Yes,No,Yes,No,8,28,0,19,0,238,895,0,595,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,2.03,3.33,,2.92,,5.30,Plus service,No
Zone 1,19,25,Married,6,27,College degree,0,No,Female,2,Yes,No,Yes,No,10,21,0,35,0,173,399,0,620,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.26,3.02,,3.55,,3.30,Plus service,Yes
Zone 2,42,54,Unmarried,19,57,Some college,10,No,Female,1,No,Yes,Yes,Yes,9,0,47,12,48,356,0,1873,415,1932,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,2.16,,3.85,2.46,3.86,4.04,Total service,No
Zone 3,51,49,Unmarried,29,45,Did not complete high school,16,No,Male,1,No,No,Yes,No,16,0,0,9,0,815,0,0,400,0,No,No,No,No,No,Yes,No,No,No,2.75,,,2.14,,3.81,Basic service,No
Zone 2,32,22,Married,2,17,High school degree,2,No,Female,4,Yes,No,Yes,No,5,28,0,19,0,157,953,0,600,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.57,3.33,,2.94,,2.83,Plus service,Yes
Zone 3,26,55,Married,13,61,Did not complete high school,26,No,Male,2,Yes,No,Yes,No,4,29,0,12,0,102,729,0,300,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.45,3.37,,2.48,,4.11,Plus service,No
Zone 2,39,44,Married,14,418,College degree,18,No,Male,2,Yes,No,Yes,No,7,28,0,18,0,269,1046,0,640,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.95,3.31,,2.86,,6.04,Total service,No
Zone 2,72,53,Unmarried,12,152,High school degree,32,No,Female,1,Yes,No,Yes,Yes,43,51,0,19,45,3115,3669,0,1315,3120,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,3.77,3.92,,2.96,3.80,5.02,Total service,No
Zone 2,4,39,Unmarried,11,38,College degree,1,No,Male,2,Yes,No,Yes,Yes,3,23,0,14,30,9,103,0,40,77,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.03,3.12,,2.62,3.41,3.64,Total service,Yes
Zone 2,54,50,Married,5,151,College degree,20,No,Male,3,Yes,No,Yes,Yes,22,40,0,26,22,1248,2030,0,1355,1121,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.09,3.70,,3.25,3.08,5.02,Plus service,No
Zone 1,34,40,Married,21,23,College degree,9,No,Female,3,Yes,Yes,Yes,Yes,6,26,45,17,38,208,806,1499,540,1258,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.78,3.25,3.82,2.82,3.63,3.14,Total service,No
Zone 1,20,25,Married,4,33,College degree,0,No,Female,3,Yes,No,Yes,Yes,5,16,0,19,27,116,289,0,365,511,No,No,No,Yes,Yes,No,Yes,No,Yes,1.52,2.77,,2.96,3.30,3.50,Basic service,No
Zone 3,14,49,Unmarried,4,26,Did not complete high school,8,No,Male,1,No,No,Yes,No,7,0,0,15,0,87,0,0,180,0,No,No,No,No,No,No,No,No,No,1.87,,,2.67,,3.26,Basic service,No
Zone 1,61,59,Unmarried,26,89,Did not complete high school,40,Yes,Female,1,Yes,No,Yes,No,17,35,0,29,0,989,2167,0,1805,0,No,No,No,No,Yes,Yes,No,Yes,No,2.85,3.56,,3.38,,4.49,Plus service,No
Zone 2,4,24,Unmarried,2,25,College degree,0,No,Male,1,No,No,Yes,No,4,0,0,16,0,12,0,0,35,0,No,Yes,No,Yes,No,Yes,No,No,No,1.32,,,2.76,,3.22,Basic service,Yes
Zone 3,16,48,Unmarried,25,59,High school degree,13,No,Male,2,Yes,No,Yes,No,8,20,0,14,0,105,349,0,180,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.06,3.01,,2.64,,4.08,Plus service,Yes
Zone 1,13,41,Unmarried,9,55,High school degree,12,No,Female,3,No,No,No,No,5,0,0,0,0,56,0,0,0,0,No,No,No,No,No,No,No,No,Yes,1.58,,,,,4.01,Basic service,No
Zone 2,53,37,Married,18,25,Some college,6,No,Female,2,No,Yes,Yes,No,10,0,29,24,0,558,0,1533,1170,0,Yes,No,No,Yes,No,No,No,No,Yes,2.30,,3.36,3.16,,3.22,E-service,Yes
Zone 2,58,36,Married,13,39,High school degree,8,No,Female,7,Yes,No,Yes,Yes,16,38,0,56,57,933,2355,0,3145,3248,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.80,3.64,,4.02,4.04,3.66,Total service,Yes
Zone 2,25,38,Married,19,56,Did not complete high school,19,No,Female,2,No,Yes,Yes,Yes,11,0,32,33,24,290,0,733,770,578,No,Yes,No,No,Yes,No,No,Yes,No,2.36,,3.46,3.49,3.16,4.03,Plus service,No
Zone 1,71,61,Married,19,155,Some college,30,No,Male,2,Yes,No,Yes,No,24,28,0,15,0,1684,1935,0,1030,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,3.17,3.31,,2.71,,5.04,Plus service,No
Zone 1,22,33,Married,13,119,Post-undergraduate degree,0,No,Female,4,Yes,Yes,No,Yes,4,23,52,0,60,89,520,1013,0,1231,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1.46,3.15,3.94,,4.10,4.78,Total service,Yes
Zone 1,46,48,Married,15,64,Some college,20,No,Male,2,Yes,Yes,Yes,Yes,10,27,40,12,23,394,1317,1832,510,949,No,No,No,No,Yes,Yes,Yes,Yes,Yes,2.32,3.28,3.69,2.44,3.14,4.16,Plus service,No
Zone 3,66,50,Married,2,333,Post-undergraduate degree,24,No,Male,2,No,No,Yes,No,10,0,0,14,0,660,0,0,975,0,Yes,No,Yes,Yes,No,No,No,No,No,2.33,,,2.66,,5.81,E-service,No
Zone 1,69,58,Married,29,26,High school degree,7,No,Female,3,Yes,Yes,Yes,Yes,33,33,54,29,51,2322,2378,3650,2055,3475,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.49,3.50,3.99,3.38,3.92,3.26,Total service,No
Zone 2,38,49,Married,3,33,College degree,11,No,Male,4,No,Yes,No,Yes,7,0,42,0,25,286,0,1642,0,954,Yes,No,No,Yes,No,Yes,No,Yes,Yes,1.92,,3.74,,3.22,3.50,E-service,No
Zone 3,16,35,Unmarried,7,46,Some college,3,No,Male,1,No,Yes,No,No,5,0,27,0,0,74,0,434,0,0,No,No,No,No,No,No,No,No,Yes,1.63,,3.30,,,3.83,Basic service,No
Zone 3,44,39,Married,8,41,High school degree,8,No,Male,4,Yes,No,Yes,No,8,16,0,10,0,353,638,0,490,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.02,2.79,,2.33,,3.71,Total service,No
